T,p,q
1633710041,209.39,2
1633710042,209.39,1
1633710085,209.24,6
1633710085,209.24,1
1633710094,209.24,1
1633710115,209.24,3
1633710120,209.26,5
1633710123,209.22,1
1633710132,209.27,9
1633710147,209.28,5
1633710149,209.28,2
1633710155,209.24,1
1633710163,209.22,1
1633710180,209.21,3
1633710184,209.21,5
1633710185,209.21,1
1633710206,209.32,1
1633710211,209.32,1
1633710216,209.29,1
1633710221,209.28,10
1633710237,209.29,1
1633710279,209.26,3
1633710296,209.21,1
1633710314,209.24,1
1633710338,209.16,1
1633710345,209.04,1
1633710347,209.09,5
1633710348,209.09,1
1633710350,209.09,2
1633710368,209.11,4
1633710369,209.1,6
1633710372,209.09,10
1633710384,209.11,5
1633710388,209.03,4
1633710394,208.95,33
1633710429,208.93,3
1633710431,208.93,1
1633710437,208.97,10
1633710444,208.94,1
1633710446,208.99,2
1633710453,209.02,7
1633710454,209.02,1
1633710458,209.02,4
1633710458,209.02,5
1633710467,208.99,1
1633710469,208.98,5
1633710470,208.98,1
1633710480,208.96,1
1633710483,208.96,5
1633710485,208.95,2
1633710495,208.97,11
1633710508,208.93,4
1633710542,209,5
1633710567,208.94,5
1633710570,208.97,2
1633710586,208.97,2
1633710589,208.96,1
1633710595,208.95,2
1633710596,208.95,1
1633710608,209,1
1633710611,208.98,1
1633710614,208.96,6
1633710628,208.99,2
1633710633,209.07,2
1633710635,209.07,3
1633710635,209.07,5
1633710652,209.1,1
1633710653,209.15,1
1633710660,209.1,5
1633710660,209.1,1
1633710678,209.14,10
1633710685,209.19,3
1633710690,209.16,5
1633710699,209.12,1
1633710703,209.08,10
1633710709,209.05,1
1633710716,209.01,3
1633710717,209.03,5
1633710719,209.01,6
1633710722,208.98,8
1633710736,208.98,1
1633710771,208.93,2
1633710793,209.04,2
1633710795,209.02,4
1633710843,209.11,7
1633710845,209.07,10
1633710856,209.02,15
1633710856,209.02,1
1633710863,208.98,4
1633710881,209.11,8
1633710882,209.11,4
1633710894,209.09,1
1633710899,209.09,2
1633710902,209.12,1
1633710919,209.14,1
1633710919,209.14,2
1633710953,209.1,1
1633710967,209.06,3
1633710986,209.13,4
1633711028,209.1,2
1633711043,209.07,4
1633711045,209.07,1
1633711081,209.07,15
1633711140,209.19,3
1633711143,209.23,5
1633711144,209.23,1
1633711152,209.31,6
1633711154,209.27,5
1633711155,209.29,2
1633711196,209.44,1
1633711220,209.33,3
1633711231,209.51,1
1633711233,209.52,10
1633711241,209.5,2
1633711249,209.57,1
1633711251,209.56,1
1633711258,209.62,2
1633711267,209.61,3
1633711292,209.62,2
1633711299,209.68,4
1633711301,209.65,1
1633711322,209.61,1
1633711347,209.55,1
1633711352,209.55,3
1633711363,209.55,3
1633711382,209.53,6
1633711387,209.53,1
1633711413,209.52,2
1633711420,209.53,2
1633711421,209.53,1
1633711427,209.51,1
1633711453,209.5,2
1633711453,209.5,1
1633711461,209.52,1
1633711470,209.54,1
1633711476,209.54,3
1633711500,209.54,2
1633711515,209.45,5
1633711526,209.39,1
1633711539,209.41,7
1633711558,209.38,4
1633711573,209.37,1
1633711587,209.4,1
1633711602,209.37,1
1633711609,209.35,5
1633711613,209.3,1
1633711616,209.32,1
1633711645,209.24,4
1633711646,209.24,1
1633711650,209.24,7
1633711655,209.24,1
1633711657,209.21,2
1633711662,209.26,4
1633711672,209.27,5
1633711674,209.34,1
1633711691,209.26,5
1633711692,209.26,1
1633711707,209.32,10
1633711707,209.32,1
1633711713,209.33,10
1633711720,209.24,3
1633711737,209.24,24
1633711752,209.24,2
1633711752,209.24,1
1633711828,209.24,11
1633711843,209.27,1
1633711869,209.32,27
1633711871,209.32,20
1633711879,209.3,3
1633711901,209.3,15
1633711904,209.3,5
1633711936,209.27,2
1633711944,209.23,1
1633711978,209.24,4
1633712152,209.26,5
1633712154,209.28,4
1633712225,209.3,1
1633712288,209.16,4
1633712301,209.22,1
1633712325,209.19,1
1633712340,209.12,4
1633712396,209.13,1
1633712398,209.11,1
1633712399,209.11,3
1633712403,209.13,3
1633712456,209.19,2
1633712457,209.17,1
1633712480,209.27,6
1633712498,209.28,5
1633712508,209.26,2
1633712516,209.29,2
1633712523,209.31,2
1633712531,209.36,1
1633712546,209.35,5
1633712552,209.33,2
1633712553,209.33,4
1633712555,209.34,3
1633712581,209.41,1
1633712591,209.44,1
1633712601,209.42,10
1633712602,209.42,1
1633712623,209.35,1
1633712628,209.35,10
1633712634,209.31,6
1633712662,209.21,2
1633712666,209.21,4
1633712669,209.21,1
1633712678,209.19,5
1633712679,209.19,1
1633712690,209.09,1
1633712696,209.13,4
1633712696,209.13,1
1633712704,209.05,9
1633712704,209.05,1
1633712705,209.05,5
1633712715,209.1,4
1633712731,209.09,2
1633712783,209.12,3
1633712787,209.11,4
1633712802,209.08,1
1633712832,209.12,1
1633712839,209.14,11
1633712845,209.11,2
1633712846,209.12,1
1633712875,209.17,3
1633712885,209.08,2
1633712887,209.08,4
1633712909,209.03,2
1633712914,209.05,1
1633712938,209.07,3
1633712946,209.07,1
1633712998,209.09,4
1633713086,209.11,3
1633713105,209.17,1
1633713120,209.12,5
1633713121,209.12,3
1633713135,209.1,2
1633713139,209.09,3
1633713141,209.09,1
1633713167,209.2,3
1633713180,209.21,5
1633713188,209.21,1
1633713198,209.15,1
1633713198,209.15,2
1633713199,209.16,3
1633713241,209.15,2
1633713255,209.1,2
1633713255,209.1,1
1633713262,209.13,2
1633713300,209.05,3
1633713306,208.99,5
1633713307,208.99,2
1633713347,208.74,3
1633713348,208.74,1
1633713356,208.54,3
1633713357,208.54,1
1633713368,208.31,7
1633713372,208.34,1
1633713374,208.3,1
1633713378,208.33,1
1633713381,208.3,1
1633713395,208.36,3
1633713414,208.33,2
1633713424,208.42,6
1633713425,208.41,2
1633713431,208.41,5
1633713432,208.45,2
1633713436,208.46,1
1633713437,208.48,2
1633713441,208.43,1
1633713444,208.44,2
1633713452,208.46,5
1633713465,208.47,3
1633713478,208.37,10
1633713494,208.39,1
1633713500,208.4,10
1633713500,208.4,28
1633713501,208.4,20
1633713503,208.4,2
1633713533,208.46,4
1633713543,208.37,2
1633713544,208.37,1
1633713544,208.37,2
1633713549,208.34,5
1633713550,208.35,2
1633713552,208.39,4
1633713576,208.33,5
1633713577,208.31,1
1633713602,208.13,4
1633713604,208.12,3
1633713604,208.12,2
1633713607,208.13,2
1633713613,208.17,2
1633713614,208.17,1
1633713619,208.18,1
1633713627,208.21,5
1633713632,208.21,1
1633713641,208.23,1
1633713650,208.24,1
1633713653,208.26,2
1633713655,208.26,1
1633713658,208.28,1
1633713666,208.31,3
1633713667,208.3,1
1633713671,208.34,8
1633713679,208.32,1
1633713683,208.32,1
1633713693,208.29,2
1633713694,208.29,1
1633713694,208.29,3
1633713696,208.33,6
1633713708,208.29,1
1633713719,208.31,1
1633713729,208.2,5
1633713732,208.2,20
1633713732,208.2,1
1633713740,208.16,1
1633713749,208.15,1
1633713755,208.22,1
1633713757,208.23,2
1633713803,208.21,8
1633713804,208.21,1
1633713823,208.24,3
1633713825,208.24,1
1633713828,208.21,3
1633713853,208.21,11
1633713859,208.2,1
1633713879,208.15,9
1633713888,208.17,5
1633713894,208.14,1
1633713905,208.2,2
1633713906,208.2,1
1633713916,208.26,2
1633713932,208.29,4
1633713960,208.31,3
1633713971,208.34,2
1633713972,208.34,1
1633713972,208.34,4
1633713998,208.35,2
1633714014,208.24,2
1633714023,208.15,4
1633714027,208.11,2
1633714032,208,9
1633714050,207.98,1
1633714052,207.96,5
1633714054,207.97,1
1633714060,207.97,5
1633714060,207.97,6
1633714071,208,1
1633714081,208.01,15
1633714085,208.05,4
1633714093,208.05,1
1633714096,208.1,5
1633714103,208.06,5
1633714142,208.15,14
1633714144,208.15,1
1633714147,208.18,8
1633714148,208.18,4
1633714155,208.22,7
1633714155,208.22,1
1633714167,208.21,1
1633714181,208.24,1
1633714193,208.16,4
1633714201,208.02,8
1633714206,208.01,5
1633714219,208.04,12
1633714222,208.08,2
1633714239,208.18,1
1633714259,208.15,2
1633714262,208.13,2
1633714266,208.13,1
1633714269,208.12,2
1633714311,208.15,2
1633714338,208.07,4
1633714339,208.07,3
1633714344,208.13,2
1633714352,208.1,6
1633714352,208.1,8
1633714363,208.13,1
1633714366,208.13,4
1633714368,208.13,1
1633714370,208.13,10
1633714371,208.13,4
1633714371,208.1,1
1633714386,208.1,5
1633714387,208.1,2
1633714412,208.13,4
1633714429,208.16,1
1633714435,208.15,20
1633714439,208.18,1
1633714442,208.14,4
1633714449,208.15,2
1633714452,208.14,1
1633714484,208.23,1
1633714507,208.16,4
1633714551,208.18,50
1633714574,208.11,1
1633714579,208.1,7
1633714580,208.08,6
1633714593,208.09,1
1633714609,208.02,2
1633714623,208.01,5
1633714625,208.02,2
1633714625,208.04,1
1633714645,207.99,1
1633714648,207.97,1
1633714667,207.85,2
1633714668,207.88,1
1633714668,207.88,2
1633714671,207.87,1
1633714681,207.94,1
1633714685,207.97,2
1633714699,207.99,3
1633714732,207.99,1
1633714735,207.98,2
1633714742,208.01,20
1633714744,208.03,4
1633714750,208,2
1633714757,207.99,1
1633714794,208.02,4
1633714795,208,14
1633714796,208.02,1
1633714803,208.07,1
1633714803,208.07,4
1633714817,208.04,2
1633714826,208.04,1
1633714828,208.1,1
1633714851,208.1,4
1633714857,208.09,1
1633714867,208.29,2
1633714876,208.23,3
1633714877,208.23,1
1633714922,208.24,1
1633714932,208.19,3
1633714960,208.12,1
1633714964,208.13,4
1633714965,208.14,3
1633714966,208.14,1
1633714971,208.12,2
1633714986,208.12,1
1633714987,208.12,2
1633714998,208.15,1
1633715027,208.16,3
1633715029,208.16,2
1633715045,208.22,30
1633715048,208.25,1
1633715075,208.2,1
1633715076,208.2,4
1633715149,208.15,1
1633715149,208.15,3
1633715152,208.15,5
1633715158,208.15,1
1633715187,208.14,1
1633715220,208.18,1
1633715228,208.25,1
1633715233,208.2,1
1633715262,208.33,3
1633715280,208.34,1
1633715284,208.3,1
1633715289,208.33,2
1633715310,208.29,1
1633715339,208.32,1
1633715345,208.36,1
1633715348,208.35,5
1633715350,208.35,2
1633715366,208.38,5
1633715372,208.4,18
1633715373,208.4,1
1633715382,208.42,3
1633715385,208.47,1
1633715387,208.47,1
1633715402,208.4,1
1633715405,208.39,1
1633715412,208.4,1
1633715425,208.43,1
1633715437,208.45,2
1633715458,208.44,1
1633715498,208.4,10
1633715500,208.41,3
1633715502,208.41,1
1633715504,208.39,4
1633715518,208.37,3
1633715519,208.37,1
1633715523,208.4,1
1633715534,208.37,5
1633715538,208.45,2
1633715556,208.4,5
1633715557,208.4,3
1633715557,208.4,10
1633715563,208.44,2
1633715583,208.4,7
1633715612,208.35,1
1633715613,208.35,5
1633715622,208.35,1
1633715715,208.38,4
1633715721,208.37,4
1633715722,208.37,1
1633715734,208.32,1
1633715761,208.54,3
1633715787,208.66,5
1633715814,208.71,3
1633715817,208.75,2
1633715819,208.74,2
1633715820,208.74,3
1633715838,208.67,5
1633715862,208.63,1
1633715883,208.59,1
1633715909,208.66,4
1633715921,208.66,30
1633715943,208.63,3
1633715965,208.6,1
1633715966,208.6,13
1633715969,208.6,1
1633715973,208.61,5
1633715976,208.59,2
1633715991,208.64,1
1633716003,208.72,1
1633716065,208.7,1
1633716071,208.77,1
1633716075,208.73,30
1633716075,208.73,1
1633716082,208.74,2
1633716099,208.76,11
1633716142,208.69,3
1633716142,208.69,1
1633716169,208.7,4
1633716193,208.77,1
1633716208,208.77,1
1633716218,208.76,5
1633716225,208.78,1
1633716238,208.78,2
1633716245,208.79,1
1633716248,208.79,1
1633716253,208.74,2
1633716255,208.78,1
1633716286,208.75,1
1633716290,208.72,1
1633716340,208.81,1
1633716342,208.82,1
1633716376,208.8,1
1633716383,208.76,1
1633716388,208.75,1
1633716400,208.74,5
1633716403,208.73,2
1633716406,208.73,9
1633716407,208.74,1
1633716411,208.71,5
1633716415,208.7,1
1633716420,208.74,2
1633716428,208.74,2
1633716431,208.77,2
1633716437,208.75,1
1633716437,208.75,1
1633716456,208.7,1
1633716467,208.71,1
1633716467,208.7,1
1633716468,208.7,2
1633716493,208.76,10
1633716494,208.75,4
1633716498,208.75,1
1633716502,208.77,1
1633716509,208.77,7
1633716511,208.8,4
1633716513,208.77,1
1633716515,208.78,2
1633716525,208.76,3
1633716528,208.76,1
1633716540,208.77,9
1633716577,208.75,3
1633716582,208.72,1
1633716587,208.72,10
1633716604,208.67,2
1633716625,208.54,2
1633716635,208.58,5
1633716656,208.57,5
1633716659,208.55,1
1633716664,208.54,1
1633716671,208.51,2
1633716673,208.53,1
1633716682,208.54,10
1633716684,208.54,1
1633716694,208.48,3
1633716694,208.48,10
1633716695,208.48,1
1633716695,208.52,2
1633716719,208.55,1
1633716724,208.57,1
1633716726,208.57,1
1633716729,208.6,4
1633716730,208.6,7
1633716731,208.59,2
1633716734,208.6,4
1633716738,208.65,10
1633716739,208.65,7
1633716758,208.71,1
1633716763,208.71,5
1633716773,208.69,1
1633716774,208.66,2
1633716798,208.67,1
1633716806,208.65,1
1633716817,208.64,1
1633716822,208.66,1
1633716876,208.75,1
1633716880,208.78,1
1633716884,208.76,3
1633716891,208.7,1
1633716928,208.69,2
1633716930,208.69,1
1633716930,208.69,7
1633716945,208.66,5
1633716947,208.66,1
1633716958,208.66,2
1633716962,208.66,30
1633716973,208.66,1
1633716981,208.66,2
1633716988,208.61,1
1633717002,208.67,1
1633717015,208.73,1
1633717027,208.76,3
1633717032,208.76,1
1633717038,208.8,10
1633717038,208.8,1
1633717057,208.76,2
1633717085,208.85,4
1633717093,208.9,1
1633717104,208.96,2
1633717105,208.95,1
1633717121,208.95,2
1633717131,209.01,3
1633717132,209.01,6
1633717132,209.01,1
1633717157,208.93,1
1633717170,208.96,1
1633717179,208.96,1
1633717199,208.88,4
1633717200,208.88,1
1633717262,208.92,4
1633717299,208.82,1
1633717305,208.79,1
1633717306,208.79,12
1633717306,208.79,1
1633717372,208.95,5
1633717373,208.95,1
1633717380,209.01,1
1633717381,209,1
1633717384,209.01,1
1633717390,209.01,2
1633717390,209.01,3
1633717415,208.99,4
1633717423,208.96,1
1633717446,208.9,1
1633717488,209.05,1
1633717490,209.05,2
1633717494,209.05,1
1633717500,209.07,4
1633717500,209.07,1
1633717516,209.07,4
1633717517,209.05,1
1633717519,209.04,4
1633717520,209.04,1
1633717534,209.02,12
1633717551,209.12,2
1633717556,209.15,3
1633717561,209.15,1
1633717573,209.2,2
1633717580,209.19,2
1633717587,209.15,3
1633717597,209.16,5
1633717599,209.16,1
1633717606,209.15,1
1633717611,209.13,1
1633717614,209.15,1
1633717629,209.17,1
1633717637,209.32,14
1633717639,209.32,10
1633717640,209.29,1
1633717644,209.31,2
1633717657,209.25,4
1633717658,209.25,2
1633717659,209.22,3
1633717666,209.28,2
1633717667,209.29,18
1633717735,209.24,3
1633717752,209.28,1
1633717769,209.25,5
1633717770,209.25,2
1633717772,209.25,1
1633717776,209.21,10
1633717802,209.25,4
1633717807,209.21,10
1633717810,209.23,1
1633717810,209.23,7
1633717818,209.22,3
1633717821,209.21,2
1633717823,209.21,5
1633717830,209.18,4
1633717839,209.23,4
1633717849,209.25,1
1633717871,209.22,1
1633717875,209.23,1
1633717882,209.26,10
1633717884,209.26,5
1633717890,209.32,3
1633717900,209.32,2
1633717900,209.35,1
1633717902,209.34,2
1633717902,209.33,1
1633717902,209.33,1
1633717909,209.3,1
1633717910,209.29,10
1633717911,209.3,1
1633717917,209.23,2
1633717926,209.2,3
1633717933,209.17,10
1633717935,209.16,10
1633717939,209.15,4
1633717939,209.15,2
1633717954,209.15,3
1633717957,209.19,2
1633717958,209.2,3
1633717971,209.24,2
1633717975,209.21,2
1633717978,209.21,3
1633717989,209.27,4
1633717991,209.29,1
1633717991,209.29,1
1633717997,209.3,3
1633717999,209.3,2
1633718006,209.35,1
1633718029,209.29,1
1633718034,209.27,2
1633718037,209.26,1
1633718038,209.26,10
1633718040,209.23,2
1633718041,209.25,1
1633718050,209.24,1
1633718075,209.28,10
1633718075,209.28,10
1633718082,209.26,1
1633718127,209.16,1
1633718135,209.14,3
1633718135,209.14,1
1633718139,209.14,1
1633718147,209.17,17
1633718154,209.18,4
1633718160,209.17,10
1633718160,209.17,10
1633718165,209.13,19
1633718166,209.13,1
1633718169,209.1,2
1633718175,209.11,4
1633718181,209.09,4
1633718182,209.09,1
1633718194,209.05,1
1633718206,209.07,2
1633718221,209.07,1
1633718227,209.07,21
1633718231,208.99,1
1633718237,208.96,5
1633718238,208.95,2
1633718238,208.95,1
1633718250,208.95,30
1633718254,208.96,3
1633718256,208.94,2
1633718256,208.94,1
1633718257,208.96,5
1633718265,208.96,1
1633718266,208.96,2
1633718267,208.98,1
1633718277,208.9,1
1633718278,208.93,1
1633718283,209.01,5
1633718293,209.06,3
1633718297,209.02,2
1633718298,209.06,1
1633718300,209.07,7
1633718300,209.07,1
1633718304,209.08,1
1633718304,209.08,3
1633718305,209.08,1
1633718318,209.04,3
1633718319,209.04,2
1633718322,209.07,18
1633718322,209.07,18
1633718333,209.04,3
1633718365,209.1,1
1633718366,209.1,7
1633718419,209.1,1
1633718426,209.11,1
1633718438,209.1,2
1633718439,209.09,1
1633718445,209.08,1
1633718454,209.05,3
1633718466,209.1,4
1633718481,209.1,1
1633718500,209.1,5
1633718502,209.09,2
1633718507,209.08,3
1633718518,209.13,1
1633718519,209.15,16
1633718520,209.15,4
1633718531,209.18,2
1633718533,209.18,3
1633718535,209.2,1
1633718536,209.2,2
1633718544,209.16,3
1633718546,209.16,1
1633718563,209.15,1
1633718566,209.16,1
1633718581,209.18,1
1633718596,209.16,1
1633718604,209.18,3
1633718608,209.17,2
1633718609,209.17,1
1633718613,209.15,1
1633718622,209.18,1
1633718630,209.16,5
1633718634,209.15,2
1633718719,209.12,3
1633718729,209.13,2
1633718730,209.13,1
1633718741,209.16,1
1633718754,209.17,2
1633718758,209.16,1
1633718776,209.18,1
1633718780,209.13,10
1633718793,209.13,26
1633718799,209.14,5
1633718830,209.13,11
1633718838,209.13,2
1633718849,209.16,1
1633718851,209.16,5
1633718852,209.16,10
1633718866,209.13,9
1633718872,209.12,5
1633718873,209.11,10
1633718874,209.1,1
1633718877,209.09,4
1633718879,209.1,1
1633718879,209.1,2
1633718895,209.14,1
1633718911,209.22,6
1633718927,209.28,2
1633718928,209.28,1
1633718930,209.3,1
1633718940,209.32,10
1633718947,209.29,1
1633718949,209.31,5
1633718951,209.26,2
1633718952,209.26,1
1633718957,209.26,10
1633718965,209.24,1
1633718968,209.24,1
1633718981,209.21,10
1633718996,209.24,1
1633718997,209.24,9
1633719004,209.2,17
1633719006,209.2,1
1633719058,209.18,15
1633719059,209.17,1
1633719068,209.14,1
1633719076,209.15,1
1633719095,209.1,3
1633719118,209.1,12
1633719119,209.1,1
1633719123,209.11,1
1633719131,209.14,3
1633719137,209.13,1
1633719142,209.12,2
1633719163,209.09,1
1633719164,209.06,1
1633719192,209.1,1
1633719202,209.08,3
1633719208,209.1,1
1633719209,209.1,11
1633719210,209.1,1
1633719243,209.05,15
1633719244,209.05,1
1633719262,209.06,8
1633719268,209.06,4
1633719274,209.06,1
1633719299,209,1
1633719302,208.97,1
1633719303,208.96,3
1633719303,208.96,3
1633719305,208.97,1
1633719310,208.96,4
1633719315,209,1
1633719352,209.11,5
1633719424,209.07,4
1633719425,209.07,1
1633719429,209.05,1
1633719452,209.08,2
1633719456,209.07,4
1633719459,209.06,14
1633719465,209.1,1
1633719483,209.12,1
1633719511,209.15,1
1633719518,209.18,18
1633719539,209.15,1
1633719543,209.18,5
1633719552,209.18,1
1633719557,209.15,4
1633719599,209.13,6
1633719616,209.23,20
1633719617,209.26,5
1633719629,209.24,18
1633719647,209.22,1
1633719655,209.28,5
1633719657,209.29,6
1633719659,209.29,1
1633719673,209.3,11
1633719709,209.1,1
1633719712,209.1,10
1633719724,209.1,1
1633719759,209.01,3
1633719759,209.01,1
1633719769,208.83,4
1633719782,208.9,2
1633719797,208.89,8
1633719798,208.89,1
1633719805,208.85,1
1633719809,208.87,1
1633719809,208.87,24
1633719822,208.86,1
1633719834,208.86,1
1633719835,208.87,2
1633719837,208.88,4
1633719838,208.88,2
1633719845,208.85,3
1633719846,208.85,6
1633719862,208.9,6
1633719862,208.9,1
1633719868,208.95,4
1633719869,208.96,1
1633719874,208.98,4
1633719886,209.01,1
1633719895,209.01,6
1633719932,209.06,1
1633719958,208.99,1
1633719961,209.02,1
1633719964,209.04,1
1633719967,209.05,4
1633719967,209.05,6
1633719968,209.05,1
1633719981,209.05,3
1633719991,209.11,2
1633720010,209.07,4
1633720032,209.12,1
1633720040,209.16,1
1633720043,209.17,2
1633720050,209.25,3
1633720051,209.26,1
1633720060,209.3,8
1633720072,209.36,1
1633720076,209.37,3
1633720077,209.38,4
1633720077,209.38,1
1633720081,209.38,7
1633720084,209.37,12
1633720085,209.37,5
1633720086,209.36,5
1633720106,209.31,2
1633720111,209.32,3
1633720112,209.32,1
1633720128,209.32,1
1633720130,209.31,2
1633720147,209.27,2
1633720147,209.27,1
1633720155,209.21,1
1633720162,209.19,2
1633720178,209.28,1
1633720214,209.23,2
1633720217,209.23,3
1633720219,209.23,1
1633720220,209.23,16
1633720240,209.16,2
1633720241,209.16,1
1633720254,209.12,2
1633720285,209.26,11
1633720289,209.29,2
1633720289,209.29,1
1633720315,209.3,19
1633720380,209.2,1
1633720385,209.21,6
1633720427,209.24,2
1633720430,209.24,1
1633720446,209.23,1
1633720448,209.23,3
1633720449,209.23,1
1633720451,209.24,3
1633720456,209.24,2
1633720466,209.2,6
1633720467,209.2,3
1633720480,209.26,3
1633720483,209.25,1
1633720491,209.24,3
1633720516,209.24,3
1633720557,209.22,3
1633720583,209.13,1
1633720612,209.01,2
1633720623,209.04,2
1633720624,209.04,1
1633720645,209.01,4
1633720658,208.96,9
1633720668,208.88,4
1633720672,208.88,1
1633720683,208.89,1
1633720689,208.89,2
1633720708,208.92,3
1633720708,208.92,2
1633720711,208.92,1
1633720727,208.94,1
1633720738,208.93,1
1633720740,208.92,5
1633720744,208.96,5
1633720746,208.96,2
1633720755,208.95,5
1633720756,208.95,2
1633720770,208.91,2
1633720771,208.91,1
1633720795,209.02,2
1633720798,209.01,5
1633720799,209.01,4
1633720799,209.01,1
1633720803,209.03,1
1633720807,209.01,2
1633720813,209.01,2
1633720830,208.99,2
1633720842,208.92,2
1633720845,208.91,8
1633720860,208.89,1
1633720875,208.9,15
1633720877,208.9,1
1633720922,208.94,9
1633720922,208.94,4
1633720929,208.98,3
1633720929,208.98,6
1633720937,208.97,4
1633720949,208.93,6
1633720957,208.95,2
1633720959,208.97,2
1633720962,208.98,2
1633720968,208.95,4
1633720976,209.01,1
1633720978,209.02,5
1633720979,209.02,3
1633720983,209.03,15
1633721000,209.05,2
1633721002,209.06,1
1633721003,209.06,6
1633721007,209.08,2
1633721012,209.04,6
1633721016,209.04,1
1633721035,209.01,2
1633721041,209,2
1633721050,208.98,2
1633721073,208.94,2
1633721100,208.91,1
1633721112,208.97,2
1633721126,208.91,6
1633721134,208.88,2
1633721135,208.87,1
1633721139,208.87,5
1633721167,208.9,6
1633721199,209.05,3
1633721204,209.06,3
1633721204,209.06,8
1633721222,209.15,5
1633721223,209.15,4
1633721250,209.15,3
1633721255,209.15,2
1633721272,209.16,1
1633721329,209.08,3
1633721338,209.1,4
1633721345,209.06,6
1633721346,209.06,1
1633721362,209.07,4
1633721362,209.07,2
1633721376,209.05,9
1633721383,209.1,13
1633721413,209.07,3
1633721419,209.07,5
1633721424,209.08,4
1633721445,209.02,4
1633721447,209.05,1
1633721461,209.03,1
1633721483,209.13,4
1633721484,209.15,2
1633721485,209.15,1
1633721486,209.15,2
1633721486,209.15,1
1633721490,209.11,4
1633721493,209.1,5
1633721497,209.11,1
1633721513,209.09,3
1633721520,209.06,5
1633721521,209.06,1
1633721531,209.08,1
1633721568,208.99,2
1633721577,208.99,6
1633721578,208.98,10
1633721583,208.98,1
1633721588,208.94,4
1633721589,208.94,1
1633721620,209.01,5
1633721633,208.97,3
1633721655,209.08,6
1633721656,209.09,6
1633721667,209.07,1
1633721735,208.95,1
1633721742,208.95,7
1633721752,208.96,1
1633721772,208.72,2
1633721775,208.76,3
1633721779,208.74,4
1633721785,208.77,2
1633721786,208.74,2
1633721789,208.73,13
1633721790,208.73,1
1633721802,208.64,5
1633721810,208.55,3
1633721814,208.49,1
1633721819,208.52,35
1633721819,208.52,2
1633721820,208.52,1
1633721827,208.53,1
1633721841,208.48,1
1633721855,208.48,4
1633721870,208.49,2
1633721877,208.55,3
1633721877,208.55,1
1633721897,208.73,2
1633721898,208.73,1
1633721900,208.73,6
1633721915,208.67,1
1633721939,208.61,1
1633721941,208.58,4
1633721944,208.6,2
1633721944,208.6,1
1633721945,208.6,5
1633721946,208.6,6
1633721949,208.59,2
1633721952,208.55,2
1633721958,208.58,1
1633721961,208.57,3
1633721993,208.8,4
1633721997,208.81,3
1633721998,208.81,1
1633721999,208.83,1
1633722021,208.82,6
1633722023,208.82,3
1633722028,208.84,6
1633722034,208.83,13
1633722037,208.82,1
1633722047,208.79,4
1633722051,208.76,1
1633722055,208.78,4
1633722057,208.76,3
1633722064,208.76,3
1633722083,208.83,1
1633722092,208.85,1
1633722095,208.86,1
1633722096,208.86,4
1633722099,208.86,1
1633722116,208.84,5
1633722128,208.82,1
1633722134,208.76,10
1633722135,208.76,1
1633722136,208.76,2
1633722138,208.76,1
1633722164,208.74,4
1633722171,208.74,2
1633722175,208.68,2
1633722219,208.74,1
1633722234,208.82,4
1633722235,208.82,1
1633722262,208.81,15
1633722274,208.84,5
1633722277,208.82,1
1633722287,208.82,2
1633722303,208.85,7
1633722304,208.85,1
1633722308,208.84,3
1633722310,208.86,3
1633722316,208.83,10
1633722320,208.82,2
1633722321,208.82,1
1633722333,208.8,5
1633722342,208.85,2
1633722344,208.84,1
1633722346,208.84,3
1633722347,208.84,1
1633722350,208.84,1
1633722358,208.82,2
1633722360,208.78,3
1633722361,208.78,1
1633722382,208.8,3
1633722388,208.82,2
1633722389,208.85,3
1633722402,208.87,2
1633722425,208.89,6
1633722429,208.9,2
1633722430,208.9,3
1633722431,208.9,1
1633722436,208.93,1
1633722438,208.93,80
1633722438,208.93,1
1633722442,208.93,4
1633722442,208.93,1
1633722452,208.88,3
1633722455,208.88,1
1633722460,208.9,2
1633722474,208.93,2
1633722482,208.95,5
1633722483,208.95,1
1633722485,208.95,4
1633722493,208.92,11
1633722494,208.92,1
1633722499,208.93,4
1633722518,208.75,2
1633722523,208.75,6
1633722531,208.77,3
1633722535,208.79,2
1633722536,208.79,5
1633722542,208.76,2
1633722544,208.74,2
1633722558,208.69,1
1633722560,208.71,1
1633722563,208.71,3
1633722564,208.74,2
1633722575,208.65,2
1633722600,208.59,1
1633722604,208.46,2
1633722613,208.39,1
1633722614,208.39,10
1633722624,208.29,3
1633722628,208.3,10
1633722629,208.3,1
1633722632,208.36,3
1633722634,208.34,6
1633722635,208.37,2
1633722646,208.36,2
1633722650,208.39,2
1633722652,208.25,2
1633722654,208.29,6
1633722654,208.29,1
1633722676,208.46,1
1633722678,208.49,3
1633722678,208.49,1
1633722684,208.35,6
1633722685,208.35,1
1633722688,208.33,2
1633722692,208.38,3
1633722695,208.37,1
1633722711,208.34,10
1633722725,208.35,1
1633722737,208.44,6
1633722740,208.4,1
1633722741,208.4,3
1633722752,208.42,1
1633722769,208.34,5
1633722774,208.39,2
1633722775,208.39,1
1633722803,208.45,5
1633722816,208.24,30
1633722816,208.24,1
1633722819,208.24,1
1633722831,208.37,3
1633722841,208.39,1
1633722851,208.42,1
1633722852,208.41,2
1633722853,208.41,6
1633722853,208.41,3
