T,p,q
1633705799,143.38,12
1633705803,143.38,4
1633705804,143.38,1
1633705808,143.35,2
1633705808,143.35,1
1633705809,143.35,4
1633705812,143.35,2
1633705812,143.35,1
1633705815,143.34,3
1633705818,143.34,2
1633705824,143.36,1
1633705828,143.35,10
1633705828,143.35,3
1633705829,143.35,2
1633705831,143.36,6
1633705831,143.36,1
1633705838,143.37,2
1633705843,143.34,9
1633705844,143.35,1
1633705847,143.35,5
1633705850,143.35,2
1633705851,143.35,1
1633705853,143.34,2
1633705854,143.34,3
1633705854,143.34,1
1633705855,143.33,1
1633705857,143.33,7
1633705867,143.32,3
1633705869,143.33,1
1633705870,143.35,3
1633705872,143.35,13
1633705882,143.35,4
1633705883,143.35,6
1633705883,143.35,17
1633705885,143.36,3
1633705886,143.35,3
1633705893,143.35,6
1633705895,143.34,17
1633705895,143.34,7
1633705898,143.34,15
1633705899,143.34,1
1633705901,143.34,2
1633705904,143.33,1
1633705910,143.34,2
1633705913,143.35,6
1633705923,143.37,1
1633705924,143.37,6
1633705926,143.37,17
1633705926,143.37,3
1633705927,143.38,1
1633705927,143.38,3
1633705928,143.38,59
1633705928,143.38,2
1633705929,143.38,1
1633705933,143.4,1
1633705933,143.4,17
1633705935,143.41,1
1633705938,143.41,2
1633705943,143.41,1
1633705944,143.41,4
1633705948,143.41,2
1633705949,143.4,97
1633705950,143.39,17
1633705952,143.38,1
1633705960,143.38,1
1633705961,143.4,1
1633705962,143.4,5
1633705962,143.4,3
1633705967,143.4,4
1633705967,143.4,1
1633705969,143.4,17
1633705969,143.4,1
1633705970,143.4,4
1633705970,143.4,1
1633705973,143.41,1
1633705974,143.41,2
1633705977,143.42,1
1633705982,143.43,4
1633705982,143.43,1
1633705986,143.43,3
1633705986,143.43,2
1633705988,143.43,2
1633705989,143.44,2
1633705990,143.44,7
1633705996,143.44,8
1633705998,143.44,7
1633706004,143.46,8
1633706012,143.45,3
1633706014,143.43,1
1633706018,143.44,1
1633706024,143.43,2
1633706024,143.43,1
1633706026,143.43,10
1633706027,143.43,1
1633706035,143.45,3
1633706037,143.45,1
1633706042,143.44,2
1633706042,143.44,1
1633706044,143.44,10
1633706048,143.46,2
1633706049,143.46,1
1633706049,143.46,15
1633706051,143.45,30
1633706053,143.45,2
1633706054,143.45,1
1633706056,143.44,1
1633706056,143.45,3
1633706057,143.45,1
1633706058,143.45,4
1633706058,143.45,2
1633706059,143.46,1
1633706063,143.45,4
1633706066,143.4,5
1633706066,143.4,1
1633706067,143.4,2
1633706067,143.4,1
1633706071,143.42,1
1633706079,143.44,30
1633706093,143.46,3
1633706094,143.46,1
1633706103,143.4,2
1633706104,143.4,11
1633706104,143.4,1
1633706105,143.4,2
1633706107,143.41,1
1633706113,143.39,3
1633706115,143.39,1
1633706124,143.41,5
1633706129,143.4,5
1633706131,143.4,10
1633706131,143.4,6
1633706133,143.39,1
1633706135,143.38,20
1633706136,143.39,1
1633706137,143.4,2
1633706138,143.4,1
1633706139,143.4,3
1633706141,143.4,1
1633706156,143.41,1
1633706159,143.41,3
1633706166,143.4,2
1633706173,143.43,2
1633706175,143.42,1
1633706189,143.41,1
1633706192,143.41,3
1633706195,143.43,1
1633706195,143.43,2
1633706203,143.38,5
1633706204,143.38,1
1633706205,143.39,3
1633706207,143.4,1
1633706210,143.4,3
1633706210,143.4,1
1633706211,143.39,30
1633706212,143.39,1
1633706215,143.39,1
1633706220,143.42,2
1633706221,143.41,1
1633706222,143.41,5
1633706225,143.43,1
1633706229,143.4,5
1633706230,143.4,1
1633706237,143.41,7
1633706237,143.41,1
1633706247,143.41,1
1633706285,143.43,1
1633706288,143.43,4
1633706294,143.43,4
1633706296,143.43,1
1633706298,143.42,2
1633706304,143.39,3
1633706307,143.4,3
1633706308,143.4,5
1633706309,143.4,1
1633706312,143.37,1
1633706313,143.38,1
1633706317,143.4,6
1633706318,143.4,2
1633706319,143.4,1
1633706322,143.43,2
1633706331,143.45,10
1633706332,143.45,1
1633706334,143.45,1
1633706339,143.48,2
1633706342,143.49,1
1633706344,143.48,1
1633706348,143.46,3
1633706349,143.46,4
1633706350,143.46,1
1633706350,143.46,6
1633706351,143.46,1
1633706352,143.46,37
1633706352,143.46,17
1633706353,143.47,1
1633706355,143.48,10
1633706360,143.47,2
1633706361,143.46,1
1633706362,143.46,5
1633706363,143.47,20
1633706367,143.47,3
1633706369,143.45,17
1633706369,143.45,1
1633706373,143.46,1
1633706374,143.46,6
1633706374,143.46,1
1633706380,143.46,6
1633706389,143.45,16
1633706390,143.45,1
1633706398,143.45,1
1633706412,143.44,16
1633706413,143.44,1
1633706424,143.39,2
1633706428,143.41,4
1633706432,143.4,1
1633706433,143.4,5
1633706440,143.36,1
1633706441,143.36,19
1633706444,143.4,4
1633706445,143.4,1
1633706448,143.41,1
1633706451,143.4,5
1633706451,143.39,7
1633706452,143.39,1
1633706455,143.38,3
1633706456,143.38,6
1633706456,143.38,2
1633706458,143.36,1
1633706464,143.37,2
1633706465,143.37,5
1633706466,143.37,1
1633706478,143.38,4
1633706479,143.38,7
1633706480,143.38,1
1633706480,143.38,6
1633706483,143.39,3
1633706486,143.38,1
1633706490,143.39,1
1633706492,143.4,1
1633706494,143.41,2
1633706502,143.4,1
1633706519,143.39,3
1633706520,143.4,1
1633706521,143.4,4
1633706522,143.4,1
1633706522,143.4,3
1633706523,143.4,1
1633706525,143.41,3
1633706525,143.41,2
1633706528,143.4,2
1633706529,143.4,17
1633706535,143.4,1
1633706536,143.38,17
1633706537,143.38,1
1633706538,143.37,13
1633706551,143.39,1
1633706568,143.38,4
1633706572,143.37,1
1633706577,143.34,1
1633706579,143.32,1
1633706580,143.34,1
1633706581,143.33,1
1633706584,143.34,5
1633706585,143.34,1
1633706587,143.33,12
1633706592,143.36,1
1633706592,143.36,2
1633706597,143.33,5
1633706598,143.34,2
1633706598,143.34,1
1633706605,143.34,5
1633706605,143.34,14
1633706606,143.34,17
1633706611,143.35,3
1633706612,143.36,2
1633706614,143.35,1
1633706617,143.36,4
1633706618,143.37,1
1633706626,143.33,3
1633706629,143.35,1
1633706638,143.32,6
1633706642,143.29,1
1633706646,143.27,1
1633706647,143.29,2
1633706650,143.29,2
1633706651,143.29,1
1633706658,143.3,2
1633706662,143.25,1
1633706664,143.26,1
1633706665,143.26,5
1633706665,143.26,1
1633706669,143.26,4
1633706670,143.26,1
1633706677,143.26,4
1633706681,143.26,1
1633706682,143.26,7
1633706682,143.26,1
1633706686,143.24,2
1633706686,143.24,1
1633706690,143.24,1
1633706694,143.24,2
1633706695,143.24,1
1633706697,143.25,1
1633706698,143.25,5
1633706701,143.28,43
1633706705,143.25,1
1633706708,143.24,1
1633706712,143.23,3
1633706712,143.23,2
1633706714,143.21,3
1633706715,143.21,1
1633706723,143.21,5
1633706725,143.23,5
1633706726,143.23,1
1633706738,143.22,1
1633706743,143.26,10
1633706744,143.26,1
1633706744,143.26,5
1633706746,143.25,7
1633706746,143.25,1
1633706748,143.25,10
1633706749,143.25,1
1633706751,143.26,1
1633706755,143.26,5
1633706757,143.26,3
1633706758,143.26,1
1633706759,143.26,4
1633706760,143.26,1
1633706762,143.27,7
1633706763,143.27,4
1633706763,143.27,8
1633706765,143.26,2
1633706765,143.26,4
1633706766,143.26,1
1633706772,143.26,1
1633706775,143.27,7
1633706775,143.27,1
1633706780,143.28,1
1633706784,143.24,1
1633706785,143.24,2
1633706785,143.24,1
1633706792,143.26,1
1633706792,143.26,3
1633706793,143.26,7
1633706794,143.26,2
1633706794,143.26,1
1633706795,143.26,4
1633706796,143.26,20
1633706799,143.27,8
1633706801,143.29,3
1633706802,143.29,1
1633706807,143.29,1
1633706808,143.29,50
1633706809,143.3,33
1633706810,143.3,1
1633706811,143.32,3
1633706811,143.32,2
1633706812,143.33,69
1633706816,143.34,5
1633706817,143.34,3
1633706819,143.32,5
1633706819,143.32,1
1633706822,143.32,3
1633706822,143.32,1
1633706824,143.3,27
1633706824,143.3,1
1633706826,143.3,2
1633706827,143.3,1
1633706833,143.32,5
1633706834,143.32,3
1633706835,143.31,1
1633706840,143.3,1
1633706843,143.32,1
1633706844,143.33,10
1633706846,143.32,1
1633706851,143.31,2
1633706852,143.31,3
1633706853,143.32,1
1633706855,143.32,1
1633706861,143.32,3
1633706863,143.32,1
1633706863,143.32,2
1633706864,143.32,1
1633706870,143.29,1
1633706873,143.29,1
1633706879,143.3,1
1633706880,143.3,1
1633706881,143.29,5
1633706882,143.29,48
1633706884,143.29,1
1633706884,143.29,3
1633706885,143.29,2
1633706885,143.29,1
1633706886,143.29,5
1633706887,143.29,1
1633706888,143.29,2
1633706889,143.3,1
1633706890,143.31,2
1633706892,143.31,1
1633706893,143.31,5
1633706894,143.31,20
1633706895,143.3,1
1633706898,143.3,4
1633706900,143.29,5
1633706901,143.29,1
1633706907,143.29,20
1633706910,143.3,27
1633706917,143.32,1
1633706918,143.32,2
1633706926,143.33,5
1633706929,143.32,2
1633706930,143.31,2
1633706931,143.32,10
1633706932,143.32,1
1633706945,143.29,2
1633706945,143.29,1
1633706954,143.29,4
1633706958,143.32,10
1633706958,143.32,1
1633706959,143.32,2
1633706960,143.32,1
1633706964,143.3,4
1633706973,143.28,6
1633706975,143.28,1
1633706976,143.27,2
1633706981,143.27,9
1633706988,143.32,2
1633706995,143.3,1
1633706999,143.29,3
1633707000,143.29,1
1633707004,143.29,4
1633707007,143.29,2
1633707008,143.29,4
1633707008,143.3,1
1633707009,143.3,2
1633707010,143.3,1
1633707011,143.3,2
1633707012,143.3,1
1633707016,143.28,1
1633707018,143.26,1
1633707019,143.27,1
1633707027,143.25,2
1633707028,143.25,1
1633707029,143.26,3
1633707039,143.29,6
1633707039,143.29,1
1633707044,143.33,1
1633707048,143.32,1
1633707053,143.32,5
1633707057,143.29,4
1633707058,143.29,1
1633707063,143.29,3
1633707063,143.29,1
1633707067,143.29,5
1633707075,143.26,10
1633707076,143.26,1
1633707080,143.3,2
1633707081,143.3,1
1633707083,143.29,2
1633707088,143.29,1
1633707096,143.28,1
1633707097,143.29,13
1633707099,143.29,1
1633707101,143.3,1
1633707103,143.3,4
1633707105,143.29,1
1633707106,143.29,4
1633707109,143.28,3
1633707110,143.28,2
1633707111,143.28,1
1633707116,143.29,1
1633707117,143.28,2
1633707127,143.34,2
1633707129,143.34,1
1633707129,143.34,2
1633707130,143.34,3
1633707130,143.34,1
1633707133,143.31,5
1633707139,143.32,4
1633707139,143.32,1
1633707142,143.33,2
1633707145,143.32,2
1633707146,143.33,1
1633707149,143.32,1
1633707154,143.34,2
1633707155,143.34,1
1633707156,143.35,2
1633707157,143.35,1
1633707160,143.33,4
1633707161,143.33,1
1633707162,143.35,3
1633707164,143.34,5
1633707168,143.34,2
1633707171,143.34,2
1633707171,143.34,1
1633707181,143.36,10
1633707182,143.36,1
1633707184,143.35,3
1633707188,143.35,3
1633707189,143.35,4
1633707189,143.35,1
1633707191,143.34,3
1633707192,143.34,1
1633707194,143.35,5
1633707198,143.34,1
1633707200,143.34,3
1633707200,143.34,1
1633707204,143.3,1
1633707208,143.28,1
1633707210,143.26,4
1633707211,143.26,1
1633707212,143.26,4
1633707213,143.26,1
1633707214,143.26,5
1633707215,143.25,1
1633707216,143.26,2
1633707217,143.26,1
1633707218,143.24,2
1633707225,143.22,1
1633707226,143.23,1
1633707229,143.23,1
1633707230,143.23,3
1633707231,143.23,2
1633707231,143.23,1
1633707237,143.25,3
1633707238,143.26,1
1633707243,143.25,18
1633707246,143.21,1
1633707252,143.21,3
1633707252,143.21,2
1633707253,143.21,1
1633707253,143.21,4
1633707255,143.22,1
1633707257,143.21,1
1633707259,143.21,1
1633707262,143.21,1
1633707262,143.21,6
1633707263,143.21,1
1633707267,143.21,6
1633707267,143.21,1
1633707268,143.21,2
1633707272,143.21,10
1633707273,143.21,1
1633707277,143.22,6
1633707277,143.22,5
1633707280,143.2,2
1633707281,143.21,2
1633707282,143.21,1
1633707283,143.21,2
1633707284,143.23,2
1633707284,143.23,2
1633707292,143.19,5
1633707292,143.18,1
1633707293,143.18,30
1633707295,143.18,1
1633707296,143.19,1
1633707303,143.15,27
1633707305,143.17,2
1633707313,143.15,2
1633707317,143.16,20
1633707318,143.15,2
1633707319,143.15,8
1633707319,143.15,1
1633707323,143.16,3
1633707324,143.16,1
1633707326,143.15,1
1633707327,143.14,1
1633707329,143.15,6
1633707331,143.14,5
1633707336,143.17,1
1633707337,143.16,2
1633707342,143.15,2
1633707343,143.15,1
1633707345,143.15,1
1633707347,143.17,1
1633707348,143.17,2
1633707348,143.17,1
1633707351,143.17,10
1633707353,143.2,3
1633707354,143.19,5
1633707356,143.2,5
1633707357,143.17,1
1633707361,143.11,2
1633707361,143.12,30
1633707362,143.12,6
1633707362,143.12,1
1633707364,143.12,2
1633707367,143.15,1
1633707371,143.13,2
1633707372,143.14,30
1633707373,143.15,1
1633707374,143.15,2
1633707375,143.15,1
1633707377,143.14,2
1633707378,143.14,1
1633707382,143.15,1
1633707384,143.16,1
1633707391,143.15,9
1633707393,143.16,4
1633707393,143.16,1
1633707394,143.16,5
1633707395,143.16,1
1633707407,143.16,10
1633707410,143.18,1
1633707410,143.18,2
1633707411,143.17,2
1633707412,143.16,6
1633707413,143.16,1
1633707414,143.16,6
1633707414,143.16,1
1633707415,143.15,2
1633707417,143.16,1
1633707418,143.16,2
1633707418,143.16,1
1633707421,143.15,3
1633707426,143.16,2
1633707427,143.15,3
1633707427,143.15,2
1633707428,143.15,1
1633707429,143.15,9
1633707430,143.15,5
1633707433,143.16,1
1633707435,143.15,1
1633707437,143.16,3
1633707441,143.15,2
1633707442,143.15,1
1633707443,143.15,26
1633707445,143.15,3
1633707447,143.17,1
1633707450,143.16,1
1633707452,143.17,20
1633707453,143.16,22
1633707453,143.16,1
1633707454,143.16,3
1633707458,143.15,7
1633707461,143.17,10
1633707462,143.17,3
1633707463,143.16,1
1633707476,143.16,1
1633707476,143.16,10
1633707477,143.16,1
1633707493,143.15,1
1633707494,143.14,2
1633707495,143.15,2
1633707496,143.16,1
1633707498,143.16,2
1633707500,143.16,1
1633707501,143.16,3
1633707501,143.16,2
1633707502,143.16,3
1633707503,143.15,1
1633707504,143.16,1
1633707507,143.16,2
1633707507,143.16,1
1633707509,143.15,2
1633707510,143.15,6
1633707510,143.15,3
1633707511,143.15,1
1633707511,143.15,2
1633707515,143.15,3
1633707516,143.14,2
1633707516,143.14,6
1633707517,143.15,7
1633707521,143.15,2
1633707522,143.15,1
1633707527,143.15,6
1633707527,143.15,1
1633707529,143.15,3
1633707532,143.15,3
1633707538,143.16,3
1633707539,143.16,6
1633707540,143.17,5
1633707545,143.15,1
1633707547,143.16,10
1633707554,143.16,6
1633707554,143.16,1
1633707556,143.17,2
1633707559,143.16,20
1633707563,143.16,2
1633707564,143.17,2
1633707565,143.16,1
1633707566,143.16,62
1633707566,143.16,1
1633707569,143.16,6
1633707570,143.16,1
1633707573,143.16,40
1633707574,143.16,1
1633707575,143.15,2
1633707576,143.15,1
1633707580,143.16,1
1633707586,143.17,6
1633707590,143.16,1
1633707597,143.15,2
1633707598,143.16,1
1633707599,143.16,1
1633707600,143.16,2
1633707604,143.15,1
1633707606,143.15,3
1633707606,143.15,5
1633707608,143.15,6
1633707609,143.15,2
1633707610,143.15,10
1633707610,143.15,1
1633707617,143.15,1
1633707624,143.12,2
1633707625,143.11,10
1633707626,143.1,20
1633707631,143.09,3
1633707631,143.09,1
1633707633,143.1,2
1633707633,143.1,1
1633707636,143.09,1
1633707637,143.08,2
1633707640,143.1,2
1633707643,143.1,5
1633707647,143.09,2
1633707651,143.09,1
1633707652,143.09,5
1633707655,143.1,5
1633707657,143.12,3
1633707658,143.12,1
1633707663,143.1,2
1633707665,143.1,1
1633707668,143.08,5
1633707675,143.07,2
1633707675,143.07,1
1633707682,143.07,2
1633707683,143.08,2
1633707684,143.08,1
1633707686,143.08,1
1633707689,143.07,3
1633707692,143.09,2
1633707694,143.07,1
1633707695,143.07,53
1633707696,143.08,1
1633707701,143.09,2
1633707702,143.09,1
1633707705,143.08,4
1633707713,143.07,1
1633707718,143.1,10
1633707719,143.1,1
1633707720,143.1,2
1633707722,143.09,32
1633707722,143.09,1
1633707723,143.09,5
1633707723,143.09,1
1633707725,143.08,5
1633707729,143.12,2
1633707730,143.12,1
1633707731,143.12,2
1633707731,143.12,1
1633707732,143.12,53
1633707732,143.12,1
1633707737,143.1,1
1633707740,143.1,2
1633707741,143.1,1
1633707744,143.1,42
1633707744,143.1,1
1633707746,143.1,5
1633707746,143.1,1
1633707752,143.11,3
1633707752,143.11,1
1633707755,143.1,10
1633707755,143.1,1
1633707761,143.11,2
1633707762,143.11,1
1633707765,143.12,2
1633707766,143.12,5
1633707767,143.12,2
1633707773,143.12,2
1633707774,143.12,1
1633707776,143.13,7
1633707777,143.13,1
1633707778,143.13,2
1633707779,143.13,1
1633707782,143.13,6
1633707782,143.13,11
1633707783,143.13,1
1633707786,143.13,2
1633707790,143.14,3
1633707790,143.14,1
1633707794,143.15,2
1633707794,143.15,1
1633707795,143.15,14
1633707798,143.14,3
1633707799,143.14,1
1633707811,143.11,1
1633707818,143.1,3
1633707819,143.1,1
1633707820,143.1,2
1633707820,143.1,5
1633707821,143.1,1
1633707825,143.1,6
1633707827,143.1,1
1633707827,143.1,2
1633707832,143.1,2
1633707832,143.1,1
1633707833,143.1,6
1633707834,143.1,3
1633707834,143.1,1
1633707839,143.07,5
1633707843,143.07,2
1633707843,143.07,1
1633707844,143.07,3
1633707846,143.07,1
1633707849,143.06,1
1633707852,143.04,10
1633707853,143.04,3
1633707853,143.04,5
1633707855,143.04,1
1633707856,143.03,1
1633707857,143.03,13
1633707857,143.03,1
1633707858,143.04,1
1633707859,143.04,2
1633707860,143.04,1
1633707863,143.04,3
1633707866,143.03,24
1633707866,143.03,1
1633707868,143.01,3
1633707869,143.01,2
1633707872,142.98,5
1633707872,142.98,1
1633707873,142.98,5
1633707874,142.99,1
1633707877,142.99,1
1633707877,142.99,2
1633707882,143,1
1633707883,143.01,1
1633707889,143,1
1633707890,143,3
1633707891,143,1
1633707894,143.02,1
1633707895,143.02,5
1633707895,143.02,6
1633707896,143.01,1
1633707899,143.05,8
1633707905,143.03,2
1633707906,143.03,1
1633707908,143.04,3
1633707909,143.04,2
1633707911,143.04,1
1633707912,143.04,10
1633707912,143.04,1
1633707913,143.04,20
1633707914,143.04,2
1633707920,143.07,4
1633707920,143.07,1
1633707922,143.07,1
1633707927,143.04,1
1633707930,143.04,1
1633707941,143.01,2
1633707943,143,2
1633707945,142.99,3
1633707946,143,1
1633707947,142.99,2
1633707948,143,1
1633707949,143,5
1633707949,143.01,2
1633707950,143.01,1
1633707950,143.01,10
1633707951,143.01,1
1633707952,143.02,1
1633707953,143.02,1
1633707955,143.05,7
1633707956,143.04,1
1633707958,143.03,1
1633707967,143,5
1633707968,143.01,2
1633707969,143.01,1
1633707972,143.04,5
1633707973,143.03,1
1633707975,143.03,1
1633707980,143.03,2
1633707981,143.03,1
1633707987,143.04,2
1633707987,143.04,1
1633707989,143.07,3
1633707990,143.07,1
1633707990,143.06,1
1633707995,143.08,12
1633707996,143.08,1
1633708002,143.09,1
1633708004,143.09,8
1633708005,143.09,2
1633708005,143.09,1
1633708007,143.08,1
1633708010,143.1,1
1633708012,143.11,5
1633708016,143.1,1
1633708017,143.1,7
1633708020,143.1,2
1633708022,143.08,48
1633708022,143.08,1
1633708027,143.07,1
1633708036,143.09,2
1633708037,143.09,1
1633708040,143.1,2
1633708045,143.07,6
1633708046,143.07,4
1633708047,143.07,5
1633708048,143.07,1
1633708049,143.07,5
1633708050,143.07,1
1633708052,143.07,2
1633708052,143.07,1
1633708056,143.07,20
1633708060,143.07,1
1633708061,143.06,2
1633708067,143.07,5
1633708068,143.08,1
1633708070,143.09,5
1633708071,143.07,1
1633708074,143.07,3
1633708076,143.1,5
1633708085,143.08,1
1633708091,143.06,6
1633708092,143.06,1
1633708095,143.08,1
1633708099,143.07,5
1633708102,143.07,1
1633708103,143.07,1
1633708114,143.09,6
1633708116,143.12,2
1633708116,143.12,1
1633708117,143.13,1
1633708119,143.12,1
1633708121,143.15,1
1633708125,143.13,1
1633708132,143.11,5
1633708133,143.11,1
1633708136,143.12,2
1633708137,143.12,10
1633708137,143.12,1
1633708138,143.13,7
1633708140,143.12,2
1633708141,143.12,1
1633708141,143.13,5
1633708142,143.12,1
1633708143,143.12,6
1633708145,143.1,3
1633708147,143.1,1
1633708149,143.1,1
1633708151,143.12,1
1633708156,143.12,3
1633708157,143.12,4
1633708163,143.1,4
1633708163,143.1,1
1633708164,143.1,2
1633708164,143.1,3
1633708165,143.11,1
1633708169,143.11,1
1633708171,143.1,6
1633708171,143.1,1
1633708175,143.08,1
1633708180,143.05,2
1633708180,143.05,1
1633708188,143.07,6
1633708189,143.07,2
1633708191,143.07,6
1633708191,143.07,1
1633708192,143.07,5
1633708194,143.08,6
1633708195,143.07,1
1633708210,143.05,7
1633708210,143.05,2
1633708211,143.04,1
1633708212,143.03,1
1633708215,143.03,8
1633708216,143.03,3
1633708216,143.03,1
1633708221,143.03,2
1633708222,143.03,1
1633708224,143.03,5
1633708226,143.02,1
1633708228,143.01,1
1633708229,142.97,1
1633708230,142.97,2
1633708231,142.98,1
1633708234,142.98,4
1633708243,142.97,2
1633708246,142.99,3
1633708246,142.99,6
1633708247,142.99,1
1633708249,142.99,1
1633708251,142.99,2
1633708254,143.02,22
1633708257,142.99,1
1633708258,142.99,2
1633708260,142.97,4
1633708262,142.99,1
1633708269,142.96,3
1633708269,142.96,5
1633708270,142.96,1
1633708271,142.98,3
1633708272,142.98,7
1633708272,142.98,12
1633708275,142.98,18
1633708275,142.98,2
1633708278,142.97,6
1633708278,142.97,1
1633708279,142.97,4
1633708281,142.97,6
1633708281,142.97,1
1633708286,142.98,2
1633708287,142.98,1
1633708291,142.99,30
1633708292,142.99,19
1633708293,142.99,1
1633708295,143,1
1633708298,142.99,1
1633708300,143.01,1
1633708301,143,1
1633708304,143,3
1633708304,143,2
1633708306,143,1
1633708309,143.01,3
1633708310,143.01,2
1633708310,143.01,1
1633708317,143,2
1633708317,143,1
1633708322,143,2
1633708324,143.01,1
1633708326,143.04,5
1633708327,143.04,1
1633708329,143.06,1
1633708332,143.03,1
1633708333,143.02,6
1633708336,143.01,3
1633708337,143.02,1
1633708338,143.03,1
1633708340,143.04,10
1633708341,143.04,1
1633708343,143.04,3
1633708344,143.05,10
1633708344,143.05,2
1633708345,143.05,20
1633708347,143.04,2
1633708348,143.05,9
1633708352,143.04,2
1633708354,143.04,20
1633708355,143.02,1
1633708356,143.02,6
1633708361,143.02,1
1633708366,143.01,2
1633708367,143.01,1
1633708369,143.01,8
1633708369,143.01,2
1633708370,143.01,1
1633708372,143.01,2
1633708373,143.01,1
1633708375,143.02,10
1633708375,143.02,4
1633708376,143.04,1
1633708379,143.06,37
1633708381,143.07,1
1633708384,143.07,1
1633708389,143.07,2
1633708389,143.07,1
1633708396,143.07,1
1633708400,143.06,4
1633708401,143.06,1
1633708408,143.06,1
1633708413,143.07,1
1633708416,143.07,10
1633708418,143.07,2
1633708419,143.07,1
1633708420,143.07,50
1633708423,143.1,3
1633708423,143.1,5
1633708428,143.09,2
1633708429,143.09,1
1633708430,143.09,6
1633708436,143.07,1
1633708437,143.08,1
1633708440,143.08,1
1633708445,143.05,5
1633708446,143.05,1
1633708448,143.07,1
1633708454,143.07,6
1633708458,143.03,3
1633708459,143.03,28
1633708464,143.05,1
1633708475,143.02,2
1633708481,143.03,1
1633708484,143.04,2
1633708491,143.02,2
1633708492,143.02,1
1633708495,143.02,1
1633708496,143.02,2
1633708498,143.01,16
1633708498,143.01,1
1633708499,143,1
1633708501,143,1
1633708503,143.01,2
1633708507,143.01,2
1633708509,143.01,1
1633708509,143.01,14
1633708512,143.03,2
1633708515,143.02,2
1633708516,143.01,1
1633708519,143.01,4
1633708520,143.01,5
1633708522,143.01,1
1633708523,143.01,4
1633708524,143.01,1
1633708526,143,1
1633708529,143.01,1
1633708530,143.01,6
1633708531,143.02,1
1633708536,143.03,2
1633708536,143.03,1
1633708539,143.02,2
1633708540,143.02,1
1633708542,143.03,1
1633708544,143.02,7
1633708550,143.04,5
1633708551,143.04,1
1633708552,143.05,1
1633708552,143.05,2
1633708559,143.04,5
1633708562,143.05,7
1633708564,143.04,6
1633708564,143.04,1
1633708566,143.04,2
1633708567,143.04,3
1633708568,143.04,9
1633708570,143.04,1
1633708573,143.04,3
1633708573,143.04,1
1633708575,143.03,4
1633708577,143.02,2
1633708579,143.02,17
1633708581,143.02,1
1633708586,143.02,5
1633708592,143.02,4
1633708593,143.02,1
1633708596,143.01,1
1633708598,143.03,2
1633708598,143.03,1
1633708602,143.01,2
1633708603,143.01,7
1633708604,143.01,2
1633708605,143.01,1
1633708606,143.01,5
1633708606,143.01,1
1633708607,143.01,6
1633708611,143.01,1
1633708616,143.01,5
1633708620,143.01,1
1633708620,143.01,2
1633708621,143.01,1
1633708621,143.01,5
1633708627,142.98,2
1633708628,142.99,1
1633708629,142.98,5
1633708632,143.01,6
1633708633,143.01,1
1633708637,143.01,6
1633708637,143.01,4
1633708639,143.01,1
1633708639,143.01,5
1633708640,143.01,11
1633708648,143.01,2
1633708650,143.01,1
1633708652,143.02,5
1633708657,143.03,5
1633708660,143.03,1
1633708663,143.02,10
1633708663,143.02,1
1633708673,143,40
1633708674,143,1
1633708677,142.98,1
1633708680,142.98,4
1633708680,142.98,1
1633708683,142.99,2
1633708683,142.99,1
1633708684,142.98,2
1633708685,142.98,1
1633708691,142.99,1
1633708696,142.99,4
1633708696,142.99,2
1633708698,142.98,1
1633708698,142.98,2
1633708700,142.98,3
1633708700,142.98,1
1633708704,142.97,1
1633708706,142.97,10
1633708707,142.97,11
1633708709,142.97,1
1633708711,142.98,1
1633708714,142.96,17
1633708715,142.96,12
1633708726,142.99,5
1633708732,143,9
1633708733,143,1
1633708737,142.99,1
1633708738,142.99,2
1633708743,143.01,3
1633708744,143.01,1
1633708755,142.99,7
1633708756,142.99,1
1633708756,142.99,5
1633708758,142.99,1
1633708758,142.99,5
1633708759,142.99,1
1633708764,142.99,2
1633708766,142.99,1
1633708777,142.99,1
1633708778,142.99,3
1633708780,142.99,4
1633708780,142.99,1
1633708783,143,1
1633708785,143.01,5
1633708791,143.01,2
1633708792,143.01,1
1633708793,143.01,5
1633708795,142.99,1
1633708797,143.01,1
1633708798,143.01,2
1633708804,143,2
1633708807,143.01,1
1633708807,143.01,6
1633708807,143.01,4
1633708808,143.01,17
1633708811,143.02,3
1633708811,143.02,1
1633708812,143.02,5
1633708815,143.05,3
1633708816,143.05,1
1633708816,143.06,2
1633708817,143.05,1
1633708823,143.07,7
1633708825,143.07,5
1633708826,143.08,5
1633708826,143.08,3
1633708828,143.07,10
1633708830,143.07,17
1633708830,143.07,3
1633708834,143.05,6
1633708844,143.05,17
1633708845,143.07,3
1633708848,143.06,1
1633708850,143.05,10
1633708851,143.05,1
1633708855,143.04,4
1633708855,143.04,2
1633708858,143.04,1
1633708861,143.02,3
1633708862,143.01,2
1633708862,143.01,1
1633708867,143.01,2
1633708868,143.01,5
1633708879,143,1
1633708881,143,1
1633708883,143.02,6
1633708884,143.02,1
1633708890,143,5
1633708891,142.99,2
1633708891,142.99,5
1633708895,142.98,20
1633708897,142.97,2
1633708897,142.97,1
1633708905,142.97,20
1633708908,142.94,10
1633708917,143.01,7
1633708920,143.01,2
1633708923,143.01,10
1633708927,143.01,10
1633708931,143.01,1
1633708934,143.01,6
1633708935,143.02,1
1633708936,143.02,3
1633708937,143.02,1
1633708947,142.99,1
1633708950,142.96,17
1633708960,142.99,5
1633708961,142.99,1
